PassengerId,Survived,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,FamilySize,IsAlone
401,1,9.0,1,1,15.9,0,0,1,0,1,0,0,1,3,1
403,0,21.0,0,0,7.25,0,0,1,0,1,0,0,1,1,0
404,0,55.0,0,0,30.5,1,0,0,0,1,0,0,1,1,0
405,0,71.0,0,0,49.5042,1,0,0,0,1,1,0,0,1,0
406,0,21.0,0,0,8.05,0,0,1,0,1,0,0,1,1,0
408,1,54.0,1,0,78.2667,1,0,0,1,0,1,0,0,2,1
410,0,25.0,1,2,151.55,1,0,0,1,0,0,0,1,4,1
411,0,24.0,0,0,7.7958,0,0,1,0,1,0,0,1,1,0
412,0,17.0,0,0,8.6625,0,0,1,0,1,0,0,1,1,0
413,0,21.0,0,0,7.75,0,0,1,1,0,0,1,0,1,0
415,0,37.0,0,0,9.5875,0,0,1,1,0,0,0,1,1,0
416,1,16.0,0,0,86.5,1,0,0,1,0,0,0,1,1,0
417,0,18.0,1,0,108.9,1,0,0,0,1,1,0,0,2,1
418,1,33.0,0,2,26.0,0,1,0,1,0,0,0,1,3,1
420,0,28.0,0,0,22.525,0,0,1,0,1,0,0,1,1,0
421,1,26.0,0,0,56.4958,0,0,1,0,1,0,0,1,1,0
422,1,29.0,0,0,7.75,0,0,1,0,1,0,1,0,1,0
424,1,36.0,0,0,26.2875,1,0,0,0,1,0,0,1,1,0
425,1,54.0,1,0,59.4,1,0,0,1,0,1,0,0,2,1
426,0,24.0,0,0,7.4958,0,0,1,0,1,0,0,1,1,0
427,0,47.0,0,0,34.0208,1,0,0,0,1,0,0,1,1,0
428,1,34.0,0,0,10.5,0,1,0,1,0,0,0,1,1,0
430,1,36.0,1,0,26.0,0,1,0,1,0,0,0,1,2,1
431,0,32.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
432,1,30.0,0,0,93.5,1,0,0,1,0,0,0,1,1,0
433,0,22.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
435,1,44.0,0,1,57.9792,1,0,0,1,0,1,0,0,2,1
437,0,40.5,0,0,7.75,0,0,1,0,1,0,1,0,1,0
438,1,50.0,0,0,10.5,0,1,0,1,0,0,0,1,1,0
440,0,39.0,0,0,7.925,0,0,1,0,1,0,0,1,1,0
441,0,23.0,2,1,11.5,0,1,0,0,1,0,0,1,4,1
442,1,2.0,1,1,26.0,0,1,0,1,0,0,0,1,3,1
444,0,17.0,1,1,7.2292,0,0,1,0,1,1,0,0,3,1
446,0,30.0,0,0,8.6625,0,0,1,1,0,0,0,1,1,0
447,1,7.0,0,2,26.25,0,1,0,1,0,0,0,1,3,1
448,0,45.0,0,0,26.55,1,0,0,0,1,0,0,1,1,0
449,1,30.0,0,0,106.425,1,0,0,1,0,1,0,0,1,0
451,1,22.0,0,2,49.5,1,0,0,1,0,1,0,0,3,1
452,1,36.0,0,2,71.0,1,0,0,1,0,0,0,1,3,1
453,0,9.0,4,2,31.275,0,0,1,1,0,0,0,1,7,1
454,0,11.0,4,2,31.275,0,0,1,1,0,0,0,1,7,1
455,1,32.0,1,0,26.0,0,1,0,0,1,0,0,1,2,1
456,0,50.0,1,0,106.425,1,0,0,0,1,1,0,0,2,1
457,0,64.0,0,0,26.0,1,0,0,0,1,0,0,1,1,0
458,1,19.0,1,0,26.0,0,1,0,1,0,0,0,1,2,1
460,0,33.0,1,1,20.525,0,0,1,0,1,0,0,1,3,1
461,1,8.0,1,1,36.75,0,1,0,0,1,0,0,1,3,1
462,1,17.0,0,2,110.8833,1,0,0,0,1,1,0,0,3,1
463,0,27.0,0,0,26.0,0,1,0,0,1,0,0,1,1,0
465,1,22.0,0,0,7.225,0,0,1,0,1,1,0,0,1,0
466,1,22.0,0,0,7.775,0,0,1,1,0,0,0,1,1,0
467,0,62.0,0,0,26.55,1,0,0,0,1,0,0,1,1,0
468,1,48.0,1,0,39.6,1,0,0,1,0,1,0,0,2,1
470,1,39.0,1,1,79.65,1,0,0,1,0,0,0,1,3,1
471,1,36.0,1,0,17.4,0,0,1,1,0,0,0,1,2,1
473,0,40.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
474,0,28.0,0,0,13.5,0,1,0,0,1,0,0,1,1,0
477,0,24.0,2,0,24.15,0,0,1,0,1,0,0,1,3,1
478,0,19.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
479,0,29.0,0,4,21.075,0,0,1,1,0,0,0,1,5,1
481,1,32.0,0,0,7.8542,0,0,1,0,1,0,0,1,1,0
482,1,62.0,0,0,10.5,0,1,0,0,1,0,0,1,1,0
483,1,53.0,2,0,51.4792,1,0,0,1,0,0,0,1,3,1
484,1,36.0,0,0,26.3875,1,0,0,0,1,0,0,1,1,0
486,0,16.0,0,0,8.05,0,0,1,0,1,0,0,1,1,0
487,0,19.0,0,0,14.5,0,0,1,0,1,0,0,1,1,0
488,1,34.0,0,0,13.0,0,1,0,1,0,0,0,1,1,0
489,1,39.0,1,0,55.9,1,0,0,1,0,0,0,1,2,1
491,1,32.0,0,0,7.925,0,0,1,0,1,0,0,1,1,0
492,1,25.0,1,1,30.0,0,1,0,1,0,0,0,1,3,1
493,1,39.0,1,1,110.8833,1,0,0,1,0,1,0,0,3,1
494,0,54.0,0,0,26.0,0,1,0,0,1,0,0,1,1,0
495,0,36.0,0,0,40.125,1,0,0,0,1,1,0,0,1,0
497,1,18.0,0,2,79.65,1,0,0,1,0,0,0,1,3,1
498,0,47.0,0,0,15.0,0,1,0,0,1,0,0,1,1,0
499,1,60.0,1,1,79.2,1,0,0,0,1,1,0,0,3,1
500,0,22.0,0,0,8.05,0,0,1,0,1,0,0,1,1,0
502,0,35.0,0,0,7.125,0,0,1,0,1,0,0,1,1,0
503,1,52.0,1,0,78.2667,1,0,0,1,0,1,0,0,2,1
504,0,47.0,0,0,7.25,0,0,1,0,1,0,0,1,1,0
506,0,37.0,1,0,26.0,0,1,0,0,1,0,0,1,2,1
507,0,36.0,1,1,24.15,0,0,1,0,1,0,0,1,3,1
509,0,49.0,0,0,0.0,0,0,1,0,1,0,0,1,1,0
511,1,49.0,1,0,56.9292,1,0,0,0,1,1,0,0,2,1
512,1,24.0,2,1,27.0,0,1,0,1,0,0,0,1,4,1
515,0,44.0,0,0,8.05,0,0,1,0,1,0,0,1,1,0
516,1,35.0,0,0,26.55,1,0,0,0,1,1,0,0,1,0
517,0,36.0,1,0,15.55,0,0,1,0,1,0,0,1,2,1
518,0,30.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
519,1,27.0,0,0,30.5,1,0,0,0,1,0,0,1,1,0
520,1,22.0,1,2,41.5792,0,1,0,1,0,1,0,0,4,1
521,1,40.0,0,0,153.4625,1,0,0,1,0,0,0,1,1,0
522,0,39.0,1,5,31.275,0,0,1,1,0,0,0,1,7,1
526,0,35.0,0,0,8.05,0,0,1,0,1,0,0,1,1,0
527,1,24.0,1,2,65.0,0,1,0,1,0,0,0,1,4,1
528,0,34.0,1,1,14.4,0,0,1,0,1,0,0,1,3,1
529,0,26.0,1,0,16.1,0,0,1,1,0,0,0,1,2,1
530,1,4.0,2,1,39.0,0,1,0,1,0,0,0,1,4,1
531,0,26.0,0,0,10.5,0,1,0,0,1,0,0,1,1,0
532,0,27.0,1,0,14.4542,0,0,1,0,1,1,0,0,2,1
533,1,42.0,1,0,52.5542,1,0,0,0,1,0,0,1,2,1
534,1,20.0,1,1,15.7417,0,0,1,0,1,1,0,0,3,1
535,0,21.0,0,0,7.8542,0,0,1,0,1,0,0,1,1,0
536,0,21.0,0,0,16.1,0,0,1,0,1,0,0,1,1,0
537,0,61.0,0,0,32.3208,1,0,0,0,1,0,0,1,1,0
538,0,57.0,0,0,12.35,0,1,0,0,1,0,1,0,1,0
539,1,21.0,0,0,77.9583,1,0,0,1,0,0,0,1,1,0
540,0,26.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
542,1,80.0,0,0,30.0,1,0,0,0,1,0,0,1,1,0
543,0,51.0,0,0,7.0542,0,0,1,0,1,0,0,1,1,0
544,1,32.0,0,0,30.5,1,0,0,0,1,1,0,0,1,0
546,0,9.0,3,2,27.9,0,0,1,1,0,0,0,1,6,1
547,1,28.0,0,0,13.0,0,1,0,1,0,0,0,1,1,0
548,0,32.0,0,0,7.925,0,0,1,0,1,0,0,1,1,0
549,0,31.0,1,1,26.25,0,1,0,0,1,0,0,1,3,1
550,0,41.0,0,5,39.6875,0,0,1,1,0,0,0,1,6,1
552,0,20.0,0,0,7.8542,0,0,1,0,1,0,0,1,1,0
553,1,24.0,0,0,69.3,1,0,0,1,0,1,0,0,1,0
554,0,2.0,3,2,27.9,0,0,1,1,0,0,0,1,6,1
556,1,0.75,2,1,19.2583,0,0,1,1,0,1,0,0,4,1
557,1,48.0,1,0,76.7292,1,0,0,0,1,1,0,0,2,1
558,0,19.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
559,1,56.0,0,0,35.5,1,0,0,0,1,1,0,0,1,0
561,1,23.0,0,0,7.55,0,0,1,1,0,0,0,1,1,0
563,1,18.0,0,1,23.0,0,1,0,1,0,0,0,1,2,1
564,0,21.0,0,0,8.4333,0,0,1,0,1,0,0,1,1,0
566,0,18.0,0,0,6.75,0,0,1,1,0,0,1,0,1,0
567,0,24.0,2,0,73.5,0,1,0,0,1,0,0,1,3,1
569,0,32.0,1,1,15.5,0,0,1,1,0,0,1,0,3,1
570,0,23.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
571,0,58.0,0,2,113.275,1,0,0,0,1,1,0,0,3,1
572,1,50.0,2,0,133.65,1,0,0,0,1,0,0,1,3,1
573,0,40.0,0,0,7.225,0,0,1,0,1,1,0,0,1,0
574,0,47.0,0,0,25.5875,1,0,0,0,1,0,0,1,1,0
575,0,36.0,0,0,7.4958,0,0,1,0,1,0,0,1,1,0
576,1,20.0,1,0,7.925,0,0,1,0,1,0,0,1,2,1
577,0,32.0,2,0,73.5,0,1,0,0,1,0,0,1,3,1
578,0,25.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
580,0,43.0,0,0,8.05,0,0,1,0,1,0,0,1,1,0
582,1,40.0,1,1,39.0,0,1,0,1,0,0,0,1,3,1
583,0,31.0,1,0,52.0,1,0,0,0,1,0,0,1,2,1
584,0,70.0,0,0,10.5,0,1,0,0,1,0,0,1,1,0
585,1,31.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
587,0,18.0,0,0,7.775,0,0,1,0,1,0,0,1,1,0
588,0,24.5,0,0,8.05,0,0,1,0,1,0,0,1,1,0
589,1,18.0,0,0,9.8417,0,0,1,1,0,0,0,1,1,0
590,0,43.0,1,6,46.9,0,0,1,1,0,0,0,1,8,1
591,1,36.0,0,1,512.3292,1,0,0,0,1,1,0,0,2,1
593,1,27.0,0,0,76.7292,1,0,0,0,1,1,0,0,1,0
594,0,20.0,0,0,9.225,0,0,1,0,1,0,0,1,1,0
595,0,14.0,5,2,46.9,0,0,1,0,1,0,0,1,8,1
596,0,60.0,1,1,39.0,0,1,0,0,1,0,0,1,3,1
597,0,25.0,1,2,41.5792,0,1,0,0,1,1,0,0,4,1
598,0,14.0,4,1,39.6875,0,0,1,0,1,0,0,1,6,1
599,0,19.0,0,0,10.1708,0,0,1,0,1,0,0,1,1,0
600,0,18.0,0,0,7.7958,0,0,1,0,1,0,0,1,1,0
601,1,15.0,0,1,211.3375,1,0,0,1,0,0,0,1,2,1
602,1,31.0,1,0,57.0,1,0,0,0,1,0,0,1,2,1
603,1,4.0,0,1,13.4167,0,0,1,1,0,1,0,0,2,1
605,0,25.0,0,0,7.225,0,0,1,0,1,1,0,0,1,0
606,0,60.0,0,0,26.55,1,0,0,0,1,0,0,1,1,0
607,0,52.0,0,0,13.5,0,1,0,0,1,0,0,1,1,0
608,0,44.0,0,0,8.05,0,0,1,0,1,0,0,1,1,0
610,0,49.0,1,1,110.8833,1,0,0,0,1,1,0,0,3,1
611,0,42.0,0,0,7.65,0,0,1,0,1,0,0,1,1,0
612,1,18.0,1,0,227.525,1,0,0,1,0,1,0,0,2,1
613,1,35.0,0,0,26.2875,1,0,0,0,1,0,0,1,1,0
614,0,18.0,0,1,14.4542,0,0,1,1,0,1,0,0,2,1
615,0,25.0,0,0,7.7417,0,0,1,0,1,0,1,0,1,0
616,0,26.0,1,0,7.8542,0,0,1,0,1,0,0,1,2,1
617,0,39.0,0,0,26.0,0,1,0,0,1,0,0,1,1,0
618,1,45.0,0,0,13.5,0,1,0,1,0,0,0,1,1,0
619,1,42.0,0,0,26.2875,1,0,0,0,1,0,0,1,1,0
620,1,22.0,0,0,151.55,1,0,0,1,0,0,0,1,1,0
622,1,24.0,0,0,49.5042,1,0,0,1,0,1,0,0,1,0
624,1,48.0,1,0,52.0,1,0,0,0,1,0,0,1,2,1
625,0,29.0,0,0,9.4833,0,0,1,0,1,0,0,1,1,0
626,0,52.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
627,0,19.0,0,0,7.65,0,0,1,0,1,0,0,1,1,0
628,1,38.0,0,0,227.525,1,0,0,1,0,1,0,0,1,0
629,1,27.0,0,0,10.5,0,1,0,1,0,0,0,1,1,0
631,0,33.0,0,0,7.775,0,0,1,0,1,0,0,1,1,0
632,1,6.0,0,1,33.0,0,1,0,1,0,0,0,1,2,1
633,0,17.0,1,0,7.0542,0,0,1,0,1,0,0,1,2,1
634,0,34.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
635,0,50.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
636,1,27.0,1,0,53.1,1,0,0,0,1,0,0,1,2,1
637,0,20.0,0,0,8.6625,0,0,1,0,1,0,0,1,1,0
638,1,30.0,3,0,21.0,0,1,0,1,0,0,0,1,4,1
640,0,25.0,1,0,26.0,0,1,0,0,1,0,0,1,2,1
641,0,25.0,1,0,7.925,0,0,1,1,0,0,0,1,2,1
642,1,29.0,0,0,211.3375,1,0,0,1,0,0,0,1,1,0
643,0,11.0,0,0,18.7875,0,0,1,0,1,1,0,0,1,0
645,0,23.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
646,0,23.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
647,0,28.5,0,0,16.1,0,0,1,0,1,0,0,1,1,0
648,0,48.0,1,3,34.375,0,0,1,1,0,0,0,1,5,1
649,1,35.0,0,0,512.3292,1,0,0,0,1,1,0,0,1,0
653,0,36.0,1,0,78.85,1,0,0,0,1,0,0,1,2,1
654,1,21.0,2,2,262.375,1,0,0,1,0,1,0,0,5,1
655,0,24.0,1,0,16.1,0,0,1,0,1,0,0,1,2,1
656,1,31.0,0,0,7.925,0,0,1,0,1,0,0,1,1,0
657,0,70.0,1,1,71.0,1,0,0,0,1,0,0,1,3,1
658,0,16.0,1,1,20.25,0,0,1,0,1,0,0,1,3,1
659,1,30.0,0,0,13.0,0,1,0,1,0,0,0,1,1,0
660,0,19.0,1,0,53.1,1,0,0,0,1,0,0,1,2,1
661,0,31.0,0,0,7.75,0,0,1,0,1,0,1,0,1,0
662,1,4.0,1,1,23.0,0,1,0,1,0,0,0,1,3,1
663,1,6.0,0,1,12.475,0,0,1,0,1,0,0,1,2,1
664,0,33.0,0,0,9.5,0,0,1,0,1,0,0,1,1,0
665,0,23.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
666,1,48.0,1,2,65.0,0,1,0,1,0,0,0,1,4,1
667,1,0.67,1,1,14.5,0,1,0,0,1,0,0,1,3,1
668,0,28.0,0,0,7.7958,0,0,1,0,1,0,0,1,1,0
669,0,18.0,0,0,11.5,0,1,0,0,1,0,0,1,1,0
670,0,34.0,0,0,8.05,0,0,1,0,1,0,0,1,1,0
671,1,33.0,0,0,86.5,1,0,0,1,0,0,0,1,1,0
673,0,41.0,0,0,7.125,0,0,1,0,1,0,0,1,1,0
674,1,20.0,0,0,7.2292,0,0,1,0,1,1,0,0,1,0
675,1,36.0,1,2,120.0,1,0,0,1,0,0,0,1,4,1
676,0,16.0,0,0,7.775,0,0,1,0,1,0,0,1,1,0
677,1,51.0,1,0,77.9583,1,0,0,1,0,0,0,1,2,1
679,0,30.5,0,0,7.75,0,0,1,1,0,0,1,0,1,0
681,0,32.0,0,0,8.3625,0,0,1,0,1,0,0,1,1,0
682,0,24.0,0,0,9.5,0,0,1,0,1,0,0,1,1,0
683,0,48.0,0,0,7.8542,0,0,1,0,1,0,0,1,1,0
684,0,57.0,0,0,10.5,0,1,0,1,0,0,0,1,1,0
686,1,54.0,1,3,23.0,0,1,0,1,0,0,0,1,5,1
687,0,18.0,0,0,7.75,0,0,1,0,1,0,0,1,1,0
689,1,5.0,0,0,12.475,0,0,1,1,0,0,0,1,1,0
691,1,43.0,0,1,211.3375,1,0,0,1,0,0,0,1,2,1
692,1,13.0,0,0,7.2292,0,0,1,1,0,1,0,0,1,0
693,1,17.0,1,0,57.0,1,0,0,1,0,0,0,1,2,1
694,0,29.0,0,0,30.0,1,0,0,0,1,0,0,1,1,0
696,0,25.0,0,0,7.05,0,0,1,0,1,0,0,1,1,0
697,0,25.0,0,0,7.25,0,0,1,0,1,0,0,1,1,0
698,1,18.0,0,0,7.4958,0,0,1,1,0,0,0,1,1,0
699,0,8.0,4,1,29.125,0,0,1,0,1,0,1,0,6,1
700,1,1.0,1,2,20.575,0,0,1,0,1,0,0,1,4,1
701,0,46.0,0,0,79.2,1,0,0,0,1,1,0,0,1,0
703,0,16.0,0,0,26.0,0,1,0,0,1,0,0,1,1,0
706,0,25.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
707,0,39.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
708,1,49.0,0,0,25.9292,1,0,0,1,0,0,0,1,1,0
709,1,31.0,0,0,8.6833,0,0,1,1,0,0,0,1,1,0
710,0,30.0,0,0,7.2292,0,0,1,0,1,1,0,0,1,0
711,0,30.0,1,1,24.15,0,0,1,1,0,0,0,1,3,1
712,0,34.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
713,1,31.0,1,1,26.25,0,1,0,1,0,0,0,1,3,1
714,1,11.0,1,2,120.0,1,0,0,0,1,0,0,1,4,1
715,1,0.42,0,1,8.5167,0,0,1,0,1,1,0,0,2,1
716,1,27.0,0,0,6.975,0,0,1,0,1,0,0,1,1,0
717,0,31.0,0,0,7.775,0,0,1,0,1,0,0,1,1,0
718,0,39.0,0,0,0.0,1,0,0,0,1,0,0,1,1,0
719,0,18.0,0,0,7.775,0,0,1,1,0,0,0,1,1,0
720,0,39.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
721,1,33.0,1,0,53.1,1,0,0,1,0,0,0,1,2,1
722,0,26.0,0,0,7.8875,0,0,1,0,1,0,0,1,1,0
723,0,39.0,0,0,24.15,0,0,1,0,1,0,0,1,1,0
724,0,35.0,0,0,10.5,0,1,0,0,1,0,0,1,1,0
725,0,6.0,4,2,31.275,0,0,1,1,0,0,0,1,7,1
726,0,30.5,0,0,8.05,0,0,1,0,1,0,0,1,1,0
728,0,23.0,0,0,7.925,0,0,1,1,0,0,0,1,1,0
729,0,31.0,1,1,37.0042,0,1,0,0,1,1,0,0,3,1
730,0,43.0,0,0,6.45,0,0,1,0,1,0,0,1,1,0
731,0,10.0,3,2,27.9,0,0,1,0,1,0,0,1,6,1
732,1,52.0,1,1,93.5,1,0,0,1,0,0,0,1,3,1
733,1,27.0,0,0,8.6625,0,0,1,0,1,0,0,1,1,0
734,0,38.0,0,0,0.0,1,0,0,0,1,0,0,1,1,0
735,1,27.0,0,1,12.475,0,0,1,1,0,0,0,1,2,1
736,0,2.0,4,1,39.6875,0,0,1,0,1,0,0,1,6,1
739,1,1.0,0,2,37.0042,0,1,0,0,1,1,0,0,3,1
742,1,15.0,1,0,14.4542,0,0,1,1,0,1,0,0,2,1
743,1,0.83,1,1,18.75,0,1,0,0,1,0,0,1,3,1
745,0,23.0,0,0,7.8542,0,0,1,0,1,0,0,1,1,0
746,0,18.0,0,0,8.3,0,0,1,0,1,0,0,1,1,0
747,1,39.0,1,1,83.1583,1,0,0,1,0,1,0,0,3,1
748,0,21.0,0,0,8.6625,0,0,1,0,1,0,0,1,1,0
750,1,32.0,0,0,56.4958,0,0,1,0,1,0,0,1,1,0
752,0,20.0,0,0,7.925,0,0,1,0,1,0,0,1,1,0
753,0,16.0,0,0,10.5,0,1,0,0,1,0,0,1,1,0
754,1,30.0,0,0,31.0,1,0,0,1,0,1,0,0,1,0
755,0,34.5,0,0,6.4375,0,0,1,0,1,1,0,0,1,0
756,0,17.0,0,0,8.6625,0,0,1,0,1,0,0,1,1,0
757,0,42.0,0,0,7.55,0,0,1,0,1,0,0,1,1,0
759,0,35.0,0,0,7.8958,0,0,1,0,1,1,0,0,1,0
760,0,28.0,0,1,33.0,0,1,0,0,1,0,0,1,2,1
762,0,4.0,4,2,31.275,0,0,1,0,1,0,0,1,7,1
763,0,74.0,0,0,7.775,0,0,1,0,1,0,0,1,1,0
764,0,9.0,1,1,15.2458,0,0,1,1,0,1,0,0,3,1
765,1,16.0,0,1,39.4,1,0,0,1,0,0,0,1,2,1
766,0,44.0,1,0,26.0,0,1,0,1,0,0,0,1,2,1
767,1,18.0,0,1,9.35,0,0,1,1,0,0,0,1,2,1
768,1,45.0,1,1,164.8667,1,0,0,1,0,0,0,1,3,1
769,1,51.0,0,0,26.55,1,0,0,0,1,0,0,1,1,0
770,1,24.0,0,3,19.2583,0,0,1,1,0,1,0,0,4,1
772,0,41.0,2,0,14.1083,0,0,1,0,1,0,0,1,3,1
773,0,21.0,1,0,11.5,0,1,0,0,1,0,0,1,2,1
774,1,48.0,0,0,25.9292,1,0,0,1,0,0,0,1,1,0
776,0,24.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
777,1,42.0,0,0,13.0,0,1,0,1,0,0,0,1,1,0
778,1,27.0,1,0,13.8583,0,1,0,1,0,1,0,0,2,1
779,0,31.0,0,0,50.4958,1,0,0,0,1,0,0,1,1,0
781,1,4.0,1,1,11.1333,0,0,1,0,1,0,0,1,3,1
782,0,26.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
783,1,47.0,1,1,52.5542,1,0,0,1,0,0,0,1,3,1
784,0,33.0,0,0,5.0,1,0,0,0,1,0,0,1,1,0
785,0,47.0,0,0,9.0,0,0,1,0,1,0,0,1,1,0
786,1,28.0,1,0,24.0,0,1,0,1,0,1,0,0,2,1
787,1,15.0,0,0,7.225,0,0,1,1,0,1,0,0,1,0
788,0,20.0,0,0,9.8458,0,0,1,0,1,0,0,1,1,0
789,0,19.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
791,1,56.0,0,1,83.1583,1,0,0,1,0,1,0,0,2,1
792,1,25.0,0,1,26.0,0,1,0,1,0,0,0,1,2,1
793,0,33.0,0,0,7.8958,0,0,1,0,1,0,0,1,1,0
794,0,22.0,0,0,10.5167,0,0,1,1,0,0,0,1,1,0
795,0,28.0,0,0,10.5,0,1,0,0,1,0,0,1,1,0
796,0,25.0,0,0,7.05,0,0,1,0,1,0,0,1,1,0
797,0,39.0,0,5,29.125,0,0,1,1,0,0,1,0,6,1
798,0,27.0,0,0,13.0,0,1,0,0,1,0,0,1,1,0
799,1,19.0,0,0,30.0,1,0,0,1,0,0,0,1,1,0
801,1,26.0,0,0,30.0,1,0,0,0,1,1,0,0,1,0
802,0,32.0,0,0,7.75,0,0,1,0,1,0,1,0,1,0
